Port_Name,State,Port Code,Border,Measure,Time,Month,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,October,19,6,5,4,7,5,21
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,October,13,5,5,5,5,5,7
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,November,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,November,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,November,5,5,6,5,5,8,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,November,5,5,14,6,10,14,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,November,5,11,35,10,18,21,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,November,5,16,41,14,23,29,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,November,6,22,41,21,29,38,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,November,6,31,41,39,31,40,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,November,11,29,33,39,28,40,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,November,13,38,50,35,30,39,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,November,10,42,58,35,39,44,26
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,November,24,47,65,34,43,46,34
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,November,27,52,70,36,49,48,38
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,November,41,57,60,43,49,50,38
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,November,46,61,55,44,41,51,35
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,November,37,51,46,26,19,53,41
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,November,28,34,25,23,15,45,34
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,November,19,25,29,11,16,45,30
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,November,19,18,20,9,18,36,20
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,November,21,10,11,9,10,17,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,November,14,6,6,8,8,13,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,November,7,5,6,5,8,11,13
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,November,5,5,6,4,6,10,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,November,5,5,4,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,December,5,5,5,6,6,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,December,5,5,5,5,4,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,December,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,December,5,5,7,9,9,6,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,December,5,10,15,13,14,14,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,December,5,19,24,21,19,23,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,December,5,25,32,28,19,29,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,December,6,35,38,36,21,31,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,December,6,33,32,41,24,31,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,December,10,33,40,43,24,31,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,December,16,43,40,51,26,30,29
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,December,21,49,43,49,28,36,23
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,December,19,58,40,53,35,36,25
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,December,29,64,45,54,35,38,26
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,December,31,75,47,48,36,38,30
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,December,19,73,40,33,28,43,24
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,December,11,58,37,30,18,52,18
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,December,8,49,24,16,13,31,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,December,6,31,22,14,13,34,13
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,December,6,14,22,11,10,28,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,December,6,6,19,10,10,16,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,December,5,5,12,8,5,15,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,December,5,5,7,5,6,9,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,December,5,5,5,5,5,6,5
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,January,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,January,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,January,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,January,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,January,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,January,14,21,26,24,30,33,19
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,January,8,9,18,7,12,9,9
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,January,7,4,8,6,7,4,4
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,January,4,3,4,3,4,4,4
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,January,4,5,3,3,2,3,4
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,January,4,5,3,2,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,January,4,4,3,3,2,3,7
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,January,4,4,3,2,2,2,7
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,January,4,4,3,2,2,3,4
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,January,4,3,3,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,January,5,3,3,2,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,January,5,3,4,1,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,January,4,3,4,1,1,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,January,4,3,4,1,1,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,January,4,3,4,1,1,1,4
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,January,4,2,4,1,1,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,January,4,2,4,1,1,1,4
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,January,4,2,4,1,1,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,January,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,February,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,February,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,February,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,February,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,February,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,February,14,15,30,24,25,30,12
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,February,6,6,15,9,13,11,4
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,February,4,4,8,7,7,10,4
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,February,4,3,4,4,6,4,4
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,February,4,3,3,3,3,4,4
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,February,4,3,3,3,3,4,3
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,February,4,4,2,3,3,4,4
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,February,4,4,2,2,3,3,5
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,February,4,4,2,2,3,3,5
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,February,4,4,2,2,3,3,4
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,February,4,3,3,1,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,February,4,3,3,2,2,1,4
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,February,4,3,3,1,2,1,4
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,February,4,3,3,1,2,1,3
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,February,5,4,3,1,2,1,3
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,February,4,4,4,1,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,February,4,4,4,1,2,1,3
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,February,4,4,4,1,2,1,4
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,February,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,March,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,March,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,March,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,March,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,March,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,March,8,18,18,23,15,18,9
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,March,4,9,5,8,9,8,3
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,March,3,4,3,5,3,3,3
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,March,4,3,2,3,3,2,3
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,March,4,3,2,3,3,3,3
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,March,3,3,2,2,3,2,3
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,March,4,3,2,2,3,3,3
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,March,3,3,2,2,3,3,4
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,March,3,3,2,2,3,3,3
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,March,2,3,2,2,3,3,4
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,March,4,4,4,3,1,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,March,4,4,4,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,March,4,4,4,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,March,4,4,5,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,March,4,4,5,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,March,4,4,4,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,March,5,4,4,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,March,5,4,4,3,2,2,4
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,March,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,April,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,April,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,April,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,April,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,April,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,April,3,11,11,22,16,20,8
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,April,2,4,4,5,9,7,1
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,April,2,3,2,2,2,3,1
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,April,2,2,2,1,1,1,2
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,April,2,2,2,1,1,2,1
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,April,2,2,2,2,1,2,1
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,April,2,2,2,1,1,2,1
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,April,2,2,3,1,1,2,1
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,April,3,2,2,2,1,1,1
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,April,,2,2,2,2,2,1
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,April,,,,1,2,2,2
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,April,,,,1,2,2,2
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,April,,,,1,1,2,1
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,April,,,,1,1,1,1
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,April,,,,1,2,1,1
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,April,,,,1,1,1,1
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,April,,,,1,2,1,1
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,April,,,,5,1,1,1
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,April,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,May,3,21,24,23,25,26,11
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,May,1,9,23,11,9,10,3
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,May,2,3,8,4,4,6,2
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,May,2,2,3,3,2,5,2
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,May,1,2,4,2,2,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,May,4,3,5,2,2,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,May,5,3,7,2,2,3,3
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,May,4,3,8,2,2,9,4
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,May,15,4,8,4,3,12,6
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,May,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,June,12,27,26,30,24,30,8
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,June,3,18,22,11,15,18,2
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,June,3,10,8,6,4,10,2
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,June,3,4,4,4,5,6,3
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,June,3,5,3,2,4,3,4
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,June,4,3,3,2,4,5,2
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,June,2,9,4,2,3,5,2
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,June,4,6,3,4,3,2,3
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,June,13,5,7,2,5,4,3
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,June,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,July,9,26,25,28,30,24,8
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,July,3,13,14,13,13,12,3
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,July,3,6,7,8,6,5,2
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,July,3,4,4,7,4,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,July,2,2,2,3,3,2,2
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,July,3,2,3,3,3,2,2
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,July,2,2,2,3,3,2,2
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,July,2,2,2,2,2,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,July,2,2,2,3,2,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,July,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,August,6,27,28,30,27,15,8
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,August,3,20,20,16,19,17,4
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,August,3,16,13,13,8,13,3
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,August,3,8,6,6,4,5,2
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,August,3,4,7,5,3,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,August,3,4,4,4,4,3,2
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,August,3,5,4,3,3,2,2
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,August,4,5,4,3,3,2,3
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,August,14,13,5,3,3,7,4
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,August,,5,5,,,3,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,August,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,September,2,26,24,26,27,30,10
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,September,13,21,17,18,20,18,5
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,September,4,9,11,9,10,16,3
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,September,2,5,6,5,4,9,3
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,September,2,5,4,4,4,4,3
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,September,3,5,4,4,4,4,2
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,September,4,7,3,4,4,3,5
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,September,6,13,3,4,4,3,6
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,September,10,13,4,5,4,6,3
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,September,,,0,,3,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,September,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,October,3,19,25,28,27,28,13
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,October,5,14,21,19,16,14,7
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,October,4,14,13,9,7,9,4
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,October,4,11,6,7,7,4,3
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 AM,October,4,8,4,3,4,5,3
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 AM,October,5,5,4,2,3,3,3
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 AM,October,5,4,3,3,2,4,3
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 PM,October,6,4,2,4,3,4,3
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 PM,October,8,6,2,4,3,3,5
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 PM,October,,,,,,,3
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,9:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,10:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,11:00 PM,October,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,12:00 AM,November,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,1:00 AM,November,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,2:00 AM,November,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,3:00 AM,November,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,4:00 AM,November,,,,,,,
Tecate,California,2505,US-Mexico Border,Pedestrians,5:00 AM,November,5,24,25,24,16,19,15
Tecate,California,2505,US-Mexico Border,Pedestrians,6:00 AM,November,3,18,18,18,16,14,8
Tecate,California,2505,US-Mexico Border,Pedestrians,7:00 AM,November,3,11,11,9,12,10,4
Tecate,California,2505,US-Mexico Border,Pedestrians,8:00 AM,November,3,6,6,6,13,5,4
