Port_Name,State,Port Code,Border,Measure,Time,Month,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,2:00 PM,November,1,7,10,14,0,5,3
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,3:00 PM,November,4,8,13,18,3,4,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,4:00 PM,November,5,7,4,18,3,8,8
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,5:00 PM,November,8,6,0,10,3,0,3
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,6:00 PM,November,11,5,0,3,3,0,10
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,7:00 PM,November,12,5,0,3,3,0,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,8:00 PM,November,7,3,0,3,3,0,1
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,9:00 PM,November,4,2,0,1,1,0,4
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,10:00 PM,November,0,0,0,0,0,0,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,11:00 PM,November,1,0,0,0,1,1,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,12:00 AM,December,0,0,0,0,0,1,1
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,1:00 AM,December,0,0,0,0,0,1,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,2:00 AM,December,0,0,0,0,0,1,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,3:00 AM,December,0,0,3,1,0,3,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,4:00 AM,December,0,3,11,7,4,9,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,5:00 AM,December,2,6,24,15,11,8,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,6:00 AM,December,3,15,24,20,14,10,1
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,7:00 AM,December,0,9,47,21,20,19,3
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,8:00 AM,December,1,11,49,21,22,13,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,9:00 AM,December,1,8,51,20,22,10,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,10:00 AM,December,3,10,52,22,22,8,9
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,11:00 AM,December,1,10,37,21,23,8,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,12:00 PM,December,0,10,34,20,20,8,5
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,1:00 PM,December,1,6,26,21,17,6,16
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,2:00 PM,December,1,8,24,16,13,5,14
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,3:00 PM,December,5,25,17,22,8,11,4
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,4:00 PM,December,6,28,11,11,6,5,3
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,5:00 PM,December,5,21,5,5,3,5,11
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,6:00 PM,December,4,16,4,4,3,4,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,7:00 PM,December,5,14,4,2,0,3,6
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,8:00 PM,December,4,13,1,0,0,3,3
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,9:00 PM,December,3,3,0,0,0,0,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,10:00 PM,December,1,0,0,0,0,0,0
Otay Mesa,California,2506,US-Mexico Border,Pedestrians,11:00 PM,December,0,0,0,0,0,1,0
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,January,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,January,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,January,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,January,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,January,5,6,6,6,6,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,January,6,11,8,6,6,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,January,6,21,9,8,6,7,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,January,6,16,11,12,16,11,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,January,6,13,14,12,19,16,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,January,8,13,19,13,22,16,13
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,January,11,16,21,21,29,19,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,January,13,16,21,19,34,25,18
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,January,20,15,23,16,38,27,21
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,January,29,16,23,15,41,25,25
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,January,38,20,24,15,35,25,26
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,January,40,13,15,7,25,24,21
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,January,38,9,13,5,15,16,25
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,January,38,5,9,7,14,18,29
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,January,35,5,6,5,11,13,29
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,January,29,6,6,5,5,7,21
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,January,16,9,5,5,5,7,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,January,10,6,5,5,5,7,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,January,6,5,5,5,5,6,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,January,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,February,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,February,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,February,5,5,5,5,5,4,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,February,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,February,5,8,5,5,5,9,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,February,5,8,6,9,6,8,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,February,5,11,8,13,11,11,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,February,5,15,19,15,15,13,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,February,5,21,23,15,20,13,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,February,8,25,24,15,20,10,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,February,11,21,25,16,20,11,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,February,16,26,31,14,20,11,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,February,21,28,28,16,19,10,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,February,23,31,26,14,15,10,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,February,25,31,24,13,13,11,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,February,29,23,16,8,9,10,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,February,16,18,10,5,5,8,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,February,14,13,8,5,5,8,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,February,13,13,5,5,5,8,7
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,February,13,11,5,5,5,5,7
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,February,11,11,5,5,5,5,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,February,8,11,5,5,5,5,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,February,5,10,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,February,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,March,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,March,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,March,5,5,5,5,5,5,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,March,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,March,5,6,9,6,8,8,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,March,5,7,13,10,13,4,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,March,5,11,16,21,13,9,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,March,7,13,21,18,10,13,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,March,7,16,15,14,11,14,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,March,6,17,19,14,13,14,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,March,7,17,26,13,11,13,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,March,11,16,22,15,13,19,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,March,17,17,22,14,13,23,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,March,18,13,22,10,14,24,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,March,19,10,16,6,11,24,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,March,20,10,12,6,9,19,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,March,24,9,8,5,6,19,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,March,26,5,5,5,9,19,13
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,March,24,5,5,6,9,19,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,March,18,5,6,8,8,19,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,March,10,5,5,8,5,15,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,March,12,5,5,5,5,8,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,March,5,5,5,5,5,5,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,March,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,April,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,April,5,5,5,5,5,5,4
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,April,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,April,5,5,5,6,8,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,April,5,11,18,18,16,11,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,April,5,18,29,29,25,20,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,April,5,21,35,20,36,16,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,April,5,19,30,19,20,14,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,April,5,21,19,18,18,10,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,April,5,20,14,20,13,14,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,April,5,13,6,18,14,13,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,April,5,10,6,14,14,15,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,April,5,14,9,16,14,15,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,April,5,14,14,15,14,14,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,April,5,15,15,17,14,14,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,April,5,13,6,7,8,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,April,5,11,5,7,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,April,5,8,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,April,5,5,6,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,April,5,5,6,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,April,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,April,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,April,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,April,5,5,5,5,5,5,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,May,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,May,5,5,5,5,5,4,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,May,5,5,10,15,11,7,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,May,5,11,34,28,20,12,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,May,5,24,45,34,28,18,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,May,5,28,46,30,24,13,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,May,5,29,33,30,11,19,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,May,5,25,40,21,10,19,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,May,5,19,31,21,10,20,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,May,5,20,29,21,11,21,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,May,5,20,28,21,11,17,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,May,5,24,30,14,8,16,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,May,5,28,30,10,9,17,12
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,May,5,28,30,11,6,18,17
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,May,6,36,29,11,5,20,18
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,May,5,23,25,10,5,15,12
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,May,6,16,13,10,10,17,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,May,8,6,20,6,8,18,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,May,6,13,13,10,8,13,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,May,8,14,5,10,8,12,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,May,12,13,6,8,6,6,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,May,11,10,5,5,5,5,4
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,May,12,5,5,4,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,May,6,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,June,13,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,June,10,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,June,8,9,7,6,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,June,6,14,9,14,9,9,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,June,5,18,20,24,21,18,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,June,5,20,33,25,35,30,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,June,5,22,40,24,40,35,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,June,5,29,39,34,55,35,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,June,5,32,40,41,46,39,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,June,5,35,41,38,41,34,19
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,June,5,37,35,33,31,40,28
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,June,5,32,33,28,31,45,30
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,June,6,36,38,28,30,48,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,June,10,40,40,28,33,49,48
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,June,21,44,43,26,33,50,51
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,June,21,42,37,16,26,38,45
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,June,16,39,28,13,19,34,38
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,June,16,31,21,11,18,33,35
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,June,18,26,14,10,14,24,35
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,June,18,23,11,10,14,20,30
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,June,18,16,12,8,9,10,31
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,June,13,12,10,5,8,8,28
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,June,10,7,10,5,6,6,26
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,June,5,5,6,19,5,5,18
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,July,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,July,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,July,5,6,5,5,5,4,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,July,5,9,10,5,8,10,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,July,5,19,21,19,23,22,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,July,13,31,31,35,41,35,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,July,5,36,38,44,50,46,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,July,5,34,40,39,43,47,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,July,6,40,33,37,48,52,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,July,8,45,30,42,48,56,23
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,July,10,48,38,52,52,62,26
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,July,15,50,55,51,53,70,29
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,July,21,46,45,55,57,80,30
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,July,28,48,45,57,62,82,35
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,July,29,46,46,58,66,81,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,July,13,45,19,43,56,76,36
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,July,9,30,11,33,47,65,31
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,July,9,19,5,23,43,43,24
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,July,11,10,5,17,35,27,19
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,July,10,6,5,12,34,18,15
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,July,9,5,5,12,28,16,13
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,July,6,5,5,5,17,16,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,July,6,5,5,5,9,16,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,July,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,August,10,15,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,August,10,14,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,August,10,16,5,5,9,9,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,August,13,24,13,18,16,20,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,August,11,32,28,29,29,28,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,August,7,42,41,35,39,38,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,August,6,43,44,35,48,35,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,August,7,42,48,49,50,49,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,August,7,55,54,51,59,53,19
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,August,11,60,53,55,59,56,24
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,August,15,62,53,59,56,60,25
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,August,20,64,51,63,55,66,30
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,August,27,64,53,78,56,68,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,August,41,57,64,78,63,76,47
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,August,52,56,64,79,65,76,53
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,August,34,50,58,71,78,68,44
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,August,29,43,45,64,48,34,44
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,August,23,43,44,59,31,33,41
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,August,22,34,36,40,14,31,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,August,22,33,35,24,9,26,34
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,August,24,29,36,19,14,20,21
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,August,16,22,20,9,11,21,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,August,17,16,16,6,11,18,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,August,15,8,8,5,11,9,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,September,11,5,9,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,September,9,5,6,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,September,8,5,7,7,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,September,8,10,18,12,5,14,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,September,8,18,26,25,16,29,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,September,8,23,35,34,26,38,9
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,September,9,20,36,38,26,50,11
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,September,8,23,35,35,30,50,16
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,September,10,28,40,42,33,43,24
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,September,18,35,50,48,40,48,31
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,September,24,43,54,54,48,48,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,September,29,45,60,56,56,56,48
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,September,41,53,60,58,56,60,48
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,September,48,55,60,66,60,71,55
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,September,45,66,62,73,61,74,64
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,September,34,64,50,71,54,63,49
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,September,33,59,38,53,38,60,53
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,September,22,59,35,34,30,46,50
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,September,31,58,35,22,21,34,48
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,September,29,50,36,17,21,28,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,September,26,48,32,17,28,23,31
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,September,20,48,14,11,19,15,28
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 PM,September,14,39,10,7,9,10,20
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 PM,September,8,21,7,5,5,5,8
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 AM,October,5,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 AM,October,29,5,5,5,5,5,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 AM,October,5,5,6,6,7,9,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 AM,October,5,10,13,9,14,19,5
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 AM,October,5,19,25,18,25,31,7
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 AM,October,5,24,24,19,22,34,10
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 AM,October,5,29,25,16,23,37,6
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 AM,October,6,34,30,21,33,44,12
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 AM,October,10,40,31,24,29,53,14
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 AM,October,15,39,34,24,34,56,19
San Ysidro,California,2504,US-Mexico Border,Pedestrians,10:00 AM,October,20,45,36,34,37,63,28
San Ysidro,California,2504,US-Mexico Border,Pedestrians,11:00 AM,October,29,53,39,38,46,72,33
San Ysidro,California,2504,US-Mexico Border,Pedestrians,12:00 PM,October,31,61,29,46,51,79,39
San Ysidro,California,2504,US-Mexico Border,Pedestrians,1:00 PM,October,44,64,35,51,52,85,46
San Ysidro,California,2504,US-Mexico Border,Pedestrians,2:00 PM,October,49,64,36,60,60,96,42
San Ysidro,California,2504,US-Mexico Border,Pedestrians,3:00 PM,October,48,61,33,51,41,71,49
San Ysidro,California,2504,US-Mexico Border,Pedestrians,4:00 PM,October,40,53,24,29,23,57,47
San Ysidro,California,2504,US-Mexico Border,Pedestrians,5:00 PM,October,39,41,19,20,16,39,42
San Ysidro,California,2504,US-Mexico Border,Pedestrians,6:00 PM,October,49,29,25,21,15,25,40
San Ysidro,California,2504,US-Mexico Border,Pedestrians,7:00 PM,October,45,23,8,18,9,18,39
San Ysidro,California,2504,US-Mexico Border,Pedestrians,8:00 PM,October,38,16,5,15,11,12,35
San Ysidro,California,2504,US-Mexico Border,Pedestrians,9:00 PM,October,30,10,5,9,8,5,23
